id,name,account,card,features,news
101,Douglas,"{'id': 108, 'number': '00001-20', 'agency': '9999', 'balance': 0.0, 'limit': 100.0}","{'id': 100, 'number': '**** **** **** 1130', 'limit': 600.0}",[],"[{'id': 422, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 423, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
102,Kauã,"{'id': 109, 'number': '00001-21', 'agency': '9999', 'balance': 0.0, 'limit': 210.0}","{'id': 101, 'number': '**** **** **** 1131', 'limit': 650.0}",[],"[{'id': 424, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 425, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
103,Neymar JR,"{'id': 110, 'number': '00001-22', 'agency': '9999', 'balance': 0.0, 'limit': 2200.0}","{'id': 102, 'number': '**** **** **** 1132', 'limit': 9900.0}",[],"[{'id': 426, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 427, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
104,L.Messi,"{'id': 111, 'number': '00001-23', 'agency': '9999', 'balance': 0.0, 'limit': 3300.0}","{'id': 103, 'number': '**** **** **** 1133', 'limit': 1000.0}",[],"[{'id': 428, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 429, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
105,C.Ronaldo,"{'id': 112, 'number': '00001-24', 'agency': '9999', 'balance': 0.0, 'limit': 5500.0}","{'id': 104, 'number': '**** **** **** 1134', 'limit': 1500.0}",[],"[{'id': 430, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 431, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
106,Ronaldinho,"{'id': 113, 'number': '00001-25', 'agency': '9999', 'balance': 0.0, 'limit': 950.0}","{'id': 105, 'number': '**** **** **** 1135', 'limit': 580.0}",[],"[{'id': 432, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 433, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
107,Linus,"{'id': 114, 'number': '00001-26', 'agency': '9999', 'balance': 0.0, 'limit': 1000.0}","{'id': 106, 'number': '**** **** **** 1136', 'limit': 980.0}",[],"[{'id': 434, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 435, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
108,Bruna Marquezine,"{'id': 115, 'number': '00001-27', 'agency': '9999', 'balance': 0.0, 'limit': 760.0}","{'id': 107, 'number': '**** **** **** 1137', 'limit': 930.0}",[],"[{'id': 436, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 437, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
109,Sueli,"{'id': 116, 'number': '00001-28', 'agency': '9999', 'balance': 0.0, 'limit': 410.0}","{'id': 108, 'number': '**** **** **** 1138', 'limit': 340.0}",[],"[{'id': 438, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 439, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
110,Falvo,"{'id': 117, 'number': '00001-29', 'agency': '9999', 'balance': 0.0, 'limit': 4110.0}","{'id': 109, 'number': '**** **** **** 1139', 'limit': 3420.0}",[],"[{'id': 440, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 441, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
111,Gustavo Guanabara,"{'id': 118, 'number': '00001-30', 'agency': '9999', 'balance': 0.0, 'limit': 3110.0}","{'id': 110, 'number': '**** **** **** 1140', 'limit': 2420.0}",[],"[{'id': 442, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 443, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
113,Laura Caixão,"{'id': 120, 'number': '00001-31', 'agency': '001', 'balance': 0.0, 'limit': 500.0}","{'id': 111, 'number': '**** **** **** 4002', 'limit': 3000.0}",[],"[{'id': 444, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 445, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
114,Marcos,"{'id': 121, 'number': '111-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 112, 'number': '**** **** **** 9861', 'limit': 1000.0}",[],"[{'id': 446, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 447, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
115,Jorge,"{'id': 122, 'number': '323-3', 'agency': '0002', 'balance': 0.0, 'limit': 500.0}","{'id': 113, 'number': '**** **** **** 1232', 'limit': 1000.0}",[],"[{'id': 448, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 449, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
118,Marcio,"{'id': 124, 'number': '000001-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 115, 'number': '*** *** *** 111', 'limit': 1000.0}",[],"[{'id': 450, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 451, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
119,Pablo,"{'id': 125, 'number': '000022-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 116, 'number': '*** *** *** 222', 'limit': 1000.0}",[],"[{'id': 452, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 453, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
120,Joao,"{'id': 126, 'number': '0001-0', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 117, 'number': '**** **** 1111 1111', 'limit': 1500.0}",[],"[{'id': 454, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 455, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
121,Carlos,"{'id': 127, 'number': '0011-2', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 118, 'number': '**** **** 1111 2121', 'limit': 1500.0}",[],"[{'id': 456, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 457, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
122,Claudia,"{'id': 128, 'number': '0012-2', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 119, 'number': '**** **** 1111 2222', 'limit': 1500.0}",[],"[{'id': 458, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 459, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
123,Fernando,"{'id': 129, 'number': '0022-2', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 120, 'number': '**** **** 2121 2222', 'limit': 1500.0}",[],"[{'id': 460, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 461, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
124,Jose,"{'id': 130, 'number': '0022-3', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 121, 'number': '**** **** 2222 2222', 'limit': 1500.0}",[],"[{'id': 462, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 463, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
125,Diego,"{'id': 131, 'number': '100001-1', 'agency': '1001-', 'balance': 0.0, 'limit': 1000.0}","{'id': 122, 'number': '**** **** **** 7821', 'limit': 1000.0}","[{'id': 45, 'icon': 'string', 'description': 'string'}]","[{'id': 93, 'icon': 'string', 'description': 'string'}, {'id': 464, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 465, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
127,Ingrid,"{'id': 133, 'number': '10022-1', 'agency': '1001', 'balance': 0.0, 'limit': 1000.0}","{'id': 124, 'number': '**** **** **** 7891', 'limit': 1000.0}","[{'id': 47, 'icon': 'string', 'description': 'string'}]","[{'id': 95, 'icon': 'string', 'description': 'string'}, {'id': 466, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 467, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
128,Olga,"{'id': 134, 'number': '10025-1', 'agency': '1001', 'balance': 0.0, 'limit': 1000.0}","{'id': 125, 'number': '**** **** **** 7889', 'limit': 1000.0}","[{'id': 48, 'icon': 'string', 'description': 'string'}]","[{'id': 96, 'icon': 'string', 'description': 'string'}, {'id': 468, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 469, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
129,Pablo,"{'id': 135, 'number': '00001-5', 'agency': '0001', 'balance': 0.0, 'limit': 200.0}","{'id': 126, 'number': '**** **** **** 1995', 'limit': 100.0}","[{'id': 49, 'icon': 'string', 'description': 'string'}]","[{'id': 97, 'icon': 'string', 'description': 'string'}, {'id': 470, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 471, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
130,Marcio J,"{'id': 136, 'number': '00025-5', 'agency': '0001', 'balance': 0.0, 'limit': 20.0}","{'id': 127, 'number': '**** **** **** 2000', 'limit': 10000.0}","[{'id': 50, 'icon': 'string', 'description': 'string'}]","[{'id': 98, 'icon': 'string', 'description': 'string'}, {'id': 472, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 473, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
132,Duquesa,"{'id': 137, 'number': '00045-5', 'agency': '0001', 'balance': 0.0, 'limit': 200.0}","{'id': 129, 'number': '**** **** **** 1024', 'limit': 1500.0}","[{'id': 51, 'icon': 'string', 'description': 'string'}]","[{'id': 99, 'icon': 'string', 'description': 'string'}, {'id': 474, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 475, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
136,Simulacro,"{'id': 139, 'number': '18452-0', 'agency': '3211', 'balance': 0.0, 'limit': 700.0}","{'id': 130, 'number': '**** **** 1313 1313', 'limit': 1300.0}",[],"[{'id': 476, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 477, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
137,Simulacro,"{'id': 140, 'number': '18455-0', 'agency': '3211', 'balance': 0.0, 'limit': 700.0}","{'id': 131, 'number': '**** **13 1313 1313', 'limit': 1300.0}",[],"[{'id': 478, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 479, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
138,Luis Inacio,"{'id': 141, 'number': '18413-0', 'agency': '3211', 'balance': 0.0, 'limit': 700.0}","{'id': 132, 'number': '**** **** 1113 1313', 'limit': 1300.0}",[],"[{'id': 480, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 481, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
139,Gabriel,"{'id': 142, 'number': '00036-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 133, 'number': '**** **** **** 1212', 'limit': 1000.0}",[],"[{'id': 482, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 483, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
8,Carlos,"{'id': 256, 'number': '25984-3', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 243, 'number': '**** **** **** 5482', 'limit': 1000.0}",[],"[{'id': 484, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 485, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
5,Pip,"{'id': 303, 'number': '0115-5', 'agency': '0115', 'balance': 0.0, 'limit': 1000.0}","{'id': 290, 'number': '**** **** **** 1515', 'limit': 500.0}","[{'id': 87, 'icon': 'string', 'description': 'string'}]","[{'id': 859, 'icon': 'string', 'description': 'string'}]"
6,Pep,"{'id': 304, 'number': '0116-6', 'agency': '0116', 'balance': 0.0, 'limit': 1000.0}","{'id': 291, 'number': '**** **** **** 1616', 'limit': 500.0}","[{'id': 88, 'icon': 'string', 'description': 'string'}]","[{'id': 860, 'icon': 'string', 'description': 'string'}]"
10,laura,"{'id': 310, 'number': '000006-3', 'agency': '00009', 'balance': 0.0, 'limit': 1000.0}","{'id': 10, 'number': '*** *** *** 188', 'limit': 2000.0}","[{'id': 94, 'icon': 'string', 'description': 'string'}]","[{'id': 866, 'icon': 'string', 'description': 'string'}]"
140,Juca,"{'id': 143, 'number': '00047-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 134, 'number': '**** **** **** 8745', 'limit': 1000.0}",[],"[{'id': 486, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 487, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
141,Sabrina,"{'id': 144, 'number': '00085-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 135, 'number': '**** **** **** 8547', 'limit': 1000.0}",[],"[{'id': 488, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 489, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
142,gabriel,"{'id': 145, 'number': '00854-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 136, 'number': '**** **** **** 2485', 'limit': 500.0}",[],"[{'id': 490, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 491, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
143,joao,"{'id': 146, 'number': '00957-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 137, 'number': '**** **** **** 2575', 'limit': 1000.0}",[],"[{'id': 492, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 493, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
144,sabrina,"{'id': 147, 'number': '00521-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 138, 'number': '**** **** **** 3255', 'limit': 1000.0}",[],"[{'id': 494, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 495, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
145,luffy,"{'id': 148, 'number': '00002-8', 'agency': '00001', 'balance': 0.0, 'limit': 0.0}","{'id': 139, 'number': '**** **** **** 5843', 'limit': 1.0}",[],"[{'id': 496, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 497, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
146,zoro,"{'id': 149, 'number': '00005-8', 'agency': '00005', 'balance': 0.0, 'limit': 0.0}","{'id': 140, 'number': '**** **** **** 9706', 'limit': 1000.0}",[],"[{'id': 498, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 499, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
147,sanji,"{'id': 150, 'number': '00007-8', 'agency': '00003', 'balance': 0.0, 'limit': 0.0}","{'id': 141, 'number': '**** **** **** 7103', 'limit': 1000.0}",[],"[{'id': 500, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 501, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
148,Giovanni,"{'id': 151, 'number': '6484-0', 'agency': '9498-001', 'balance': 0.0, 'limit': 984984.0}","{'id': 142, 'number': '**** **** **** 9848', 'limit': 68498451.0}",[],"[{'id': 502, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 503, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 873, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Comece a investir cedo e garanta um futuro próspero!'}, {'id': 874, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Giovanni, comece a investir já! Seu futuro financeiro agradece. 💰'}, {'id': 875, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Giovanni, invista já: o tempo é seu aliado! #JovemInvestidor'}]"
149,Ageu,"{'id': 152, 'number': '6464-0', 'agency': '9654-002', 'balance': 0.0, 'limit': 99999999999.0}","{'id': 143, 'number': '**** **** **** 6489', 'limit': 99999999999.0}",[],"[{'id': 504, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 505, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 876, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã.'}, {'id': 877, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ageu, invista desde cedo e colha os frutos no futuro! #InvestimentosParaVocê'}, {'id': 878, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ageu, invista desde jovem e garanta um futuro financeiro sólido! #ComeceHoje'}]"
150,Roberto Carlos,"{'id': 153, 'number': '005321-1', 'agency': '0243', 'balance': 0.0, 'limit': 500.0}","{'id': 144, 'number': '3213 1234 4321 1111', 'limit': 1000.0}",[],"[{'id': 506, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 507, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
151,Pedro Casemiro Leite,"{'id': 154, 'number': '005321-3', 'agency': '0343', 'balance': 0.0, 'limit': 5000.0}","{'id': 145, 'number': '3243 1234 4321 1111', 'limit': 1000.0}",[],"[{'id': 508, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 509, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
152,Rio Negro e Solimões,"{'id': 155, 'number': '005331-3', 'agency': '0353', 'balance': 0.0, 'limit': 5000.0}","{'id': 146, 'number': '3243 1334 4321 1111', 'limit': 1000.0}",[],"[{'id': 510, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 511, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
154,Pietro,"{'id': 156, 'number': '0001-2', 'agency': '012', 'balance': 0.0, 'limit': 1000.0}","{'id': 148, 'number': '3541 4521 5642 2122', 'limit': 1000.0}",[],"[{'id': 512, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 513, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
155,Pietro,"{'id': 157, 'number': '0002-1', 'agency': '0021', 'balance': 0.0, 'limit': 2000.0}","{'id': 149, 'number': '**** **** **** 9310', 'limit': 4000.0}",[],"[{'id': 514, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 515, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
156,Janaina,"{'id': 158, 'number': '0003-2', 'agency': '0021', 'balance': 0.0, 'limit': 1000.0}","{'id': 150, 'number': '**** **** **** 2210', 'limit': 3000.0}",[],"[{'id': 516, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 517, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
157,Julinho,"{'id': 159, 'number': '0003-7', 'agency': '0021', 'balance': 0.0, 'limit': 1500.0}","{'id': 151, 'number': '**** **** **** 6260', 'limit': 4250.0}",[],"[{'id': 518, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 519, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
158,Mario,"{'id': 160, 'number': '00002-1', 'agency': '0002', 'balance': 0.0, 'limit': 500.0}","{'id': 152, 'number': '**** **** **** 1112', 'limit': 1000.0}",[],"[{'id': 520, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 521, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
